59334, ollama, https://github.com/ollama/ollama, "Get up and running with Llama 3, Mistral, Gemma, and other large language models.", "go,golang,llama,llama2,llm,llms,mistral,ollama", 2023-06-26 19:39:32 +0000 UTC
33097, pocketbase, https://github.com/pocketbase/pocketbase, "Open Source realtime backend in 1 file", "authentication,backend,golang,realtime", 2022-07-05 06:06:21 +0000 UTC
19857, opentofu, https://github.com/opentofu/opentofu, "OpenTofu lets you declaratively manage your cloud infrastructure.", "", 2023-08-16 20:01:36 +0000 UTC
17998, 1Panel, https://github.com/1Panel-dev/1Panel, "🔥 🔥 🔥 现代化、开源的 Linux 服务器运维管理面板。", "appstore,crontab,database,docker,docker-compose,docker-container,docker-image,docker-ui,filemanager,lamp,lnmp,nginx,panel,websites", 2022-07-19 15:44:52 +0000 UTC
16732, gum, https://github.com/charmbracelet/gum, "A tool for glamorous shell scripts 🎀", "bash,shell", 2022-06-10 22:09:42 +0000 UTC
15835, d2, https://github.com/terrastruct/d2, "D2 is a modern diagram scripting language that turns text to diagrams.", "developer-tools,diagramming,diagrams,go,golang,software-architecture,text-to-diagram", 2022-09-05 23:12:27 +0000 UTC
13806, vhs, https://github.com/charmbracelet/vhs, "Your CLI home video recorder 📼", "ascii,cli,command-line,gif,recording,terminal,vhs,video", 2022-07-19 14:28:36 +0000 UTC
13703, sing-box, https://github.com/SagerNet/sing-box, "The universal proxy platform", "", 2022-06-30 13:27:22 +0000 UTC
11421, incubator-answer, https://github.com/apache/incubator-answer, "A Q&A platform software for teams at any scales. Whether it's a community forum, help center, or knowledge management platform, you can always count on Apache Answer.", "community,forum,go,golang,hacktoberfest,q-and-a,question,react,typescript", 2022-09-29 05:16:19 +0000 UTC
8906, OpenGFW, https://github.com/apernet/OpenGFW, "OpenGFW is a flexible, easy-to-use, open source implementation of GFW (Great Firewall of China) on Linux", "censorship,dpi,filtering,firewall,gfw,ips,networking", 2023-12-13 06:37:41 +0000 UTC
8778, plandex, https://github.com/plandex-ai/plandex, "An AI coding engine for building complex, real-world software with LLMs", "ai,ai-agents,ai-developer-tools,ai-tools,cli,command-line,developer-tools,git,golang,gpt-4,llm,openai,polyglot-programming,terminal,terminal-based,terminal-ui", 2023-10-24 22:11:43 +0000 UTC
8404, conc, https://github.com/sourcegraph/conc, "Better structured concurrency for go", "concurrency,go,golang,goroutines", 2023-01-02 22:52:07 +0000 UTC
7665, devpod, https://github.com/loft-sh/devpod, "Codespaces but open-source, client-only and unopinionated: Works with any IDE and lets you use any cloud, kubernetes or just localhost docker.", "cloud,devcontainer,devcontainers,developer-tools,development,docker,hacktoberfest,ide,kubernetes,remote-development,remote-development-environment,vscode", 2023-01-24 12:59:48 +0000 UTC
7433, devbox, https://github.com/jetify-com/devbox, "Instant, easy, and predictable development environments", "build-system,build-tool,buildpack,containers,dev-environment,devbox,development-environment,nix,venv,virtual-environment,virtualization", 2022-08-18 20:27:16 +0000 UTC
6020, Havoc, https://github.com/HavocFramework/Havoc, "The Havoc Framework.", "", 2022-09-11 13:21:16 +0000 UTC
5825, osv-scanner, https://github.com/google/osv-scanner, "Vulnerability scanner written in Go which uses the data provided by https://osv.dev", "scanner,security-audit,security-tools,vulnerability-scanner", 2022-11-14 01:05:20 +0000 UTC
5351, daytona, https://github.com/daytonaio/daytona, "The Open Source Dev Environment Manager.", "dev-env,dev-environment-setup,developer-tools,development-environment,development-environment-manager", 2024-02-06 08:21:20 +0000 UTC
5347, feishu-openai, https://github.com/ConnectAI-E/feishu-openai, "🎒 飞书  ×（GPT-4 + GPT-4V + DALL·E-3 + Whisper）=  飞一般的工作体验  🚀 语音对话、角色扮演、多话题讨论、图片创作、表格分析、文档导出 🚀", "chatgpt,chatgpt-api,chatgpt-bot,connect-ai,feishu-bot,go,golang,openai", 2023-02-07 10:18:28 +0000 UTC
5232, scan4all, https://github.com/GhostTroops/scan4all, "Official repository  vuls Scan: 15000+PoCs; 23 kinds of application password crack; 7000+Web fingerprints; 146 protocols and 90000+ rules Port scanning; Fuzz, HW, awesome BugBounty( ͡° ͜ʖ ͡°)...", "0day,attack,auto,brute-force,bugbounty,bugbounty-tools,golang,hacker,hacktools,nmap,nuclei,pentest-tool,recon,security-scanner,security-tools,ssh,tools,vulnerabilities-scan,vulnerability-detection,vulnerability-scanners", 2022-06-20 03:11:08 +0000 UTC
4942, DeepLX, https://github.com/OwO-Network/DeepLX, "DeepL Free API (No TOKEN required)", "bobplugin,deepl", 2022-10-17 01:34:11 +0000 UTC
4905, k8sgpt, https://github.com/k8sgpt-ai/k8sgpt, "Giving Kubernetes Superpowers to everyone", "ai,devops,kubernetes,llama,openai,sre,tooling", 2023-03-21 19:58:16 +0000 UTC
4769, NTrace-core, https://github.com/nxtrace/NTrace-core, "NextTrace, an open source visual route tracking CLI tool", "api,as-path,asn-lookup,geoip,geolocation,ip-lookup,nexttrace,traceroute", 2022-05-11 12:29:32 +0000 UTC
4690, hertz, https://github.com/cloudwego/hertz, "Go HTTP framework with high-performance and strong-extensibility for building micro-services.", "go,http,microservices", 2022-05-12 14:05:09 +0000 UTC
4536, weaver, https://github.com/ServiceWeaver/weaver, "Programming framework for writing and deploying cloud applications.", "", 2023-01-04 16:54:28 +0000 UTC
4462, mailpit, https://github.com/axllent/mailpit, "An email and SMTP testing tool with API for developers", "email-testing,go,golang,mailpit,smtp-relay,smtp-server,smtp-testing", 2022-07-29 11:22:27 +0000 UTC
4164, ladder, https://github.com/everywall/ladder, "Selfhosted alternative to 12ft.io. and 1ft.io bypass paywalls with a proxy ladder and remove CORS headers from any URL", "bypass,cors,cors-proxy,paywall,paywall-blocker,paywall-bypasser", 2023-11-01 21:09:49 +0000 UTC
4141, k8s-tutorials, https://github.com/guangzhengli/k8s-tutorials, "k8s tutorials | k8s 教程", "configmap,container,deployment,docker,helm,ingress,k8s,k9s,kubernetes,minikube,pod,secret,services,tutorial", 2022-05-07 13:28:25 +0000 UTC
3933, go-coffeeshop, https://github.com/thangchung/go-coffeeshop, "☕ A practical event-driven microservices demo built with Golang. Nomad, Consul Connect, Vault, and Terraform for deployment", "alpinejs,clean-architecture,consul-connect,ddd,dependency-injection,echo-framework,event-driven-architecture,event-driven-microservices,golang,grpc-gateway,microservices,nomad,postgresql,rabbitmq,sqlc,terraform,vertical-slice-architecture,wire", 2022-09-18 14:10:42 +0000 UTC
