5351, daytona, https://github.com/daytonaio/daytona, "The Open Source Dev Environment Manager.", "dev-env,dev-environment-setup,developer-tools,development-environment,development-environment-manager", 2024-02-06 08:21:20 +0000 UTC
3422, xzbot, https://github.com/amlweems/xzbot, "notes, honeypot, and exploit demo for the xz backdoor (CVE-2024-3094)", "", 2024-04-01 14:28:09 +0000 UTC
2643, coze-discord-proxy, https://github.com/deanxv/coze-discord-proxy, "代理Discord对话Coze-Bot，实现以API形式请求GPT4模型，提供对话、文生图、图生文、知识库检索等功能。", "", 2024-01-26 07:32:25 +0000 UTC
2469, gptscript, https://github.com/gptscript-ai/gptscript, "Natural Language Programming", "", 2024-01-29 23:21:29 +0000 UTC
2325, redka, https://github.com/nalgeon/redka, "Redis re-implemented with SQLite", "database,key-value,redis,sqlite", 2024-04-06 19:10:02 +0000 UTC
1873, otel-profiling-agent, https://github.com/elastic/otel-profiling-agent, "The production-scale datacenter profiler (C/C++, Go, Rust, Python, Java, NodeJS, PHP, Ruby, Perl, ...)", "ebpf,profiler", 2024-04-15 14:22:53 +0000 UTC
1845, aurora, https://github.com/aurora-develop/aurora, "free", "chatgpt,free,gpt", 2024-04-02 00:57:58 +0000 UTC
1023, tlm, https://github.com/yusufcanb/tlm, "Local CLI Copilot, powered by CodeLLaMa. 💻🦙", "bash,codellama,llama2,llm,powershell,starcoder2", 2024-02-14 12:00:13 +0000 UTC
966, bitalostored, https://github.com/zuoyebang/bitalostored, "Bitalostored is a high-performance distributed storage system, core engine based on bitalosdb(self-developed), compatible with Redis protocol.", "bitalosdb,database,distributed-storage,high-performance,kvstore,nosql,redis,storage-engine", 2024-02-26 09:24:45 +0000 UTC
817, workout-tracker, https://github.com/jovandeginste/workout-tracker, "A workout tracking web application for personal use (or family, friends), geared towards running and other GPX-based activities", "chartjs,docker,fitness-tracker,go,gpx,leaflet,self-hosted,tailwindcss,workout-tracker,workouts", 2024-02-16 20:19:59 +0000 UTC
767, XiebroC2, https://github.com/INotGreen/XiebroC2, "一款支持多人协作的渗透测试图形化框架、支持lua插件扩展、域前置/CDN上线、自定义多个模块、自定义shellcode、文件管理、进程管理、内存加载、反向代理等功能", "c2,pentest-tool", 2024-02-15 15:46:07 +0000 UTC
689, alloy, https://github.com/grafana/alloy, "OpenTelemetry Collector distribution with programmable pipelines", "collector,grafana,loki,monitoring,observability,opentelemetry,opentelemetry-collector,prometheus", 2024-02-28 14:00:15 +0000 UTC
637, aiwechat-vercel, https://github.com/pwh-pwh/aiwechat-vercel, "使用vercel的functions，将ai功能加入微信公众号", "ai,bot,gpt,vercel-serverless,wechat", 2024-02-27 15:33:15 +0000 UTC
614, pql, https://github.com/runreveal/pql, "Pipelined Query Language", "clickhouse,detection-engineering,go,golang,query-language,siem,sql", 2024-01-26 23:15:38 +0000 UTC
604, reverst, https://github.com/flipt-io/reverst, "Reverse Tunnels in Go over HTTP/3 and QUIC", "", 2024-04-03 13:32:11 +0000 UTC
493, rHttp, https://github.com/1buran/rHttp, "REPL for HTTP", "http-cli,repl,tui", 2024-03-08 18:26:32 +0000 UTC
444, zkp-hmac-communication-go, https://github.com/zk-Call/zkp-hmac-communication-go, "\"Zero-Knowledge\" Proof Implementation with HMAC Communication in Go", "go,hmac,zero-knowledge,zk-call,zkproof", 2024-04-03 09:33:59 +0000 UTC
434, nuke, https://github.com/ortuman/nuke, "⚡ A memory arena implementation for Go.", "arena-allocator,garbage-collection,go,low-latency,memory-management,performance", 2024-02-23 14:02:28 +0000 UTC
328, superfile, https://github.com/MHNightCat/superfile, "Pretty fancy and modern terminal file manager", "bubbletea,cli,file-manager,filemanager,filesystem,golang,linux-app,terminal-app,terminal-based,terminal-file-manager,tui", 2024-03-19 15:49:52 +0000 UTC
327, omni, https://github.com/siderolabs/omni, "SaaS-simple deployment of Kubernetes - on your own hardware.", "", 2024-02-29 13:12:09 +0000 UTC
309, diagram-as-code, https://github.com/awslabs/diagram-as-code, "Diagram-as-code for AWS architecture.", "aws,diagram-as-code", 2024-02-21 00:57:40 +0000 UTC
303, lc, https://github.com/wgpsec/lc, "LC（List Cloud）是一个多云攻击面资产梳理工具", "cloud,cloudsecurity,cybersecurity", 2024-04-06 13:04:37 +0000 UTC
